{'BIN': '458021455xxxxxx', 'firtsName': 'Bryan', 'lastName': 'Hardy', 'address': 'Street aveneu 0841', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6154461731', 'email': 'BryanVHardy1524@gmail.com', 'passw': 'netfli0658', 'state': 'NY', 'tarjeta': {'numero': '458021455808265', 'codigo_seg': '451', 'tipo_tarjeta': 'Visa', 'fecha': {'anio': '2019', 'mes': '03', 'fecha_completa': '03/2019', 'fecha_acortada': '03/19'}, 'dato_completo': '458021455808265 | 451 | 03/19 | Visa'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Tyson', 'lastName': 'Lewis', 'address': 'Street aveneu 4017', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6154976873', 'email': 'TysonPLewis927@gmail.com', 'passw': 'netfli2317', 'state': 'NY', 'tarjeta': {'numero': '4250328013622133', 'codigo_seg': '186', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '05', 'fecha_completa': '05/2020', 'fecha_acortada': '05/20'}, 'dato_completo': '4250328013622133 | 186 | 05/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Steve', 'lastName': 'Edmond', 'address': 'Street aveneu 2074', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6151958577', 'email': 'SteveBEdmond345@gmail.com', 'passw': 'netfli8110', 'state': 'NY', 'tarjeta': {'numero': '4250329014273413', 'codigo_seg': '857', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '01', 'fecha_completa': '01/2021', 'fecha_acortada': '01/21'}, 'dato_completo': '4250329014273413 | 857 | 01/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Glenda', 'lastName': 'Herbst', 'address': 'Street aveneu 0822', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6154427557', 'email': 'GlendaPHerbst261@gmail.com', 'passw': 'netfli7051', 'state': 'NY', 'tarjeta': {'numero': '4250327012544553', 'codigo_seg': '116', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '09', 'fecha_completa': '09/2021', 'fecha_acortada': '09/21'}, 'dato_completo': '4250327012544553 | 116 | 09/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Ronald', 'lastName': 'Foreman', 'address': 'Street aveneu 1444', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6158856413', 'email': 'RonaldMForeman1573@gmail.com', 'passw': 'netfli9972', 'state': 'NY', 'tarjeta': {'numero': '4250325019239193', 'codigo_seg': '873', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '03', 'fecha_completa': '03/2021', 'fecha_acortada': '03/21'}, 'dato_completo': '4250325019239193 | 873 | 03/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Damon', 'lastName': 'Richardson', 'address': 'Street aveneu 1375', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6159956568', 'email': 'DamonLRichardson1266@gmail.com', 'passw': 'netfli0667', 'state': 'NY', 'tarjeta': {'numero': '4250324014113503', 'codigo_seg': '368', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '02', 'fecha_completa': '02/2021', 'fecha_acortada': '02/21'}, 'dato_completo': '4250324014113503 | 368 | 02/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Ron', 'lastName': 'Ginn', 'address': 'Street aveneu 9521', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6156345345', 'email': 'RonSGinn218@gmail.com', 'passw': 'netfli8227', 'state': 'NY', 'tarjeta': {'numero': '4250327013104233', 'codigo_seg': '705', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '01', 'fecha_completa': '01/2020', 'fecha_acortada': '01/20'}, 'dato_completo': '4250327013104233 | 705 | 01/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Mike', 'lastName': 'Diehl', 'address': 'Street aveneu 7645', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6153309676', 'email': 'MikeMDiehl1778@gmail.com', 'passw': 'netfli7987', 'state': 'NY', 'tarjeta': {'numero': '4250327018691473', 'codigo_seg': '799', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '03', 'fecha_completa': '03/2021', 'fecha_acortada': '03/21'}, 'dato_completo': '4250327018691473 | 799 | 03/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Amy', 'lastName': 'Maize', 'address': 'Street aveneu 6210', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6155986483', 'email': 'AmyFMaize395@gmail.com', 'passw': 'netfli4250', 'state': 'NY', 'tarjeta': {'numero': '4250324018451933', 'codigo_seg': '945', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '07', 'fecha_completa': '07/2020', 'fecha_acortada': '07/20'}, 'dato_completo': '4250324018451933 | 945 | 07/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Shawn', 'lastName': 'Hunter', 'address': 'Street aveneu 6680', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6153696872', 'email': 'ShawnMHunter398@gmail.com', 'passw': 'netfli7037', 'state': 'NY', 'tarjeta': {'numero': '4250324010805813', 'codigo_seg': '168', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '12', 'fecha_completa': '12/2021', 'fecha_acortada': '12/21'}, 'dato_completo': '4250324010805813 | 168 | 12/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Michael', 'lastName': 'Graham', 'address': 'Street aveneu 4680', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6154395750', 'email': 'MichaelKGraham30@gmail.com', 'passw': 'netfli8268', 'state': 'NY', 'tarjeta': {'numero': '4250320015401533', 'codigo_seg': '798', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '11', 'fecha_completa': '11/2021', 'fecha_acortada': '11/21'}, 'dato_completo': '4250320015401533 | 798 | 11/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Barbara', 'lastName': 'Brissette', 'address': 'Street aveneu 0885', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6158800072', 'email': 'BarbaraMBrissette1062@gmail.com', 'passw': 'netfli6727', 'state': 'NY', 'tarjeta': {'numero': '4250328018617823', 'codigo_seg': '262', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '10', 'fecha_completa': '10/2021', 'fecha_acortada': '10/21'}, 'dato_completo': '4250328018617823 | 262 | 10/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Roger', 'lastName': 'Parodi', 'address': 'Street aveneu 8152', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6155033484', 'email': 'RogerMParodi1636@gmail.com', 'passw': 'netfli8049', 'state': 'NY', 'tarjeta': {'numero': '4250329010468413', 'codigo_seg': '620', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '02', 'fecha_completa': '02/2020', 'fecha_acortada': '02/20'}, 'dato_completo': '4250329010468413 | 620 | 02/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'John', 'lastName': 'Chang', 'address': 'Street aveneu 4995', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6157516480', 'email': 'JohnSChang1078@gmail.com', 'passw': 'netfli8483', 'state': 'NY', 'tarjeta': {'numero': '4250326011434303', 'codigo_seg': '780', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '05', 'fecha_completa': '05/2020', 'fecha_acortada': '05/20'}, 'dato_completo': '4250326011434303 | 780 | 05/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Jennifer', 'lastName': 'Dailey', 'address': 'Street aveneu 5289', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6158067576', 'email': 'JenniferTDailey1015@gmail.com', 'passw': 'netfli7358', 'state': 'NY', 'tarjeta': {'numero': '4250324016775093', 'codigo_seg': '306', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '08', 'fecha_completa': '08/2020', 'fecha_acortada': '08/20'}, 'dato_completo': '4250324016775093 | 306 | 08/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Mike', 'lastName': 'Daniels', 'address': 'Street aveneu 1444', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6158982051', 'email': 'MikeKDaniels246@gmail.com', 'passw': 'netfli2224', 'state': 'NY', 'tarjeta': {'numero': '4250326017239953', 'codigo_seg': '621', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '07', 'fecha_completa': '07/2020', 'fecha_acortada': '07/20'}, 'dato_completo': '4250326017239953 | 621 | 07/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Mavis', 'lastName': 'Dyer', 'address': 'Street aveneu 1737', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6155701747', 'email': 'MavisGDyer1695@gmail.com', 'passw': 'netfli2314', 'state': 'NY', 'tarjeta': {'numero': '4250324010333873', 'codigo_seg': '785', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '12', 'fecha_completa': '12/2021', 'fecha_acortada': '12/21'}, 'dato_completo': '4250324010333873 | 785 | 12/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Jerry', 'lastName': 'Lunceford', 'address': 'Street aveneu 9077', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6153856152', 'email': 'JerryJLunceford84@ehd4k.info', 'passw': 'netfli5424', 'state': 'NY', 'tarjeta': {'numero': '4250328015942893', 'codigo_seg': '656', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '09', 'fecha_completa': '09/2021', 'fecha_acortada': '09/21'}, 'dato_completo': '4250328015942893 | 656 | 09/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': 'xxxxxxxxxxxxxxxx', 'firtsName': 'Charles', 'lastName': 'Tolbert', 'address': '3377 Saint Marys Avenue', 'city': 'Syracuse', 'postalCode': '13202', 'phoneNumber': '315-759-6156', 'email': 'CharlesMTolbert1516@ehd4k.info', 'passw': 'holasoyun265', 'state': 'NY', 'tarjeta': {'numero': '4559272850832454', 'codigo_seg': '930', 'tipo_tarjeta': '455927 Visa NATIONAL CITY BANK OF KENTUCKY 16', 'fecha': {'anio': '2020', 'mes': '03', 'fecha_completa': '03/2020', 'fecha_acortada': '03/20'}, 'dato_completo': '4559272850832454 | 930 | 03/20 | 455927 Visa NATIONAL CITY BANK OF KENTUCKY 16'}, 'ocupacion': None, 'paypal_loc': None}
{'BIN': 'xxxxxxxxxxxxxxxx', 'firtsName': 'Mary', 'lastName': 'Shelton', 'address': '567 Parkway Drive', 'city': 'Scottsdale', 'postalCode': '85256', 'phoneNumber': '520-381-7038', 'email': 'MaryDShelton1986@ehd4k.info', 'passw': 'holasoyun182', 'state': 'NY', 'tarjeta': {'numero': '4389085281224612', 'codigo_seg': '953', 'tipo_tarjeta': 'Visa', 'fecha': {'anio': '2020', 'mes': '11', 'fecha_completa': '11/2020', 'fecha_acortada': '11/20'}, 'dato_completo': '4389085281224612 | 953 | 11/20 | Visa'}, 'ocupacion': None, 'paypal_loc': None}
{'BIN': 'xxxxxxxxxxxxxxxx', 'firtsName': 'Lewis', 'lastName': 'Moynihan', 'address': '3354 McVaney Road', 'city': 'Hickory', 'postalCode': '28601', 'phoneNumber': '828-234-2746', 'email': 'LewisMMoynihan687@ehd4k.info', 'passw': 'holasoyun193', 'state': 'NY', 'tarjeta': {'numero': '5424641635173758', 'codigo_seg': '769', 'tipo_tarjeta': 'MasterCard', 'fecha': {'anio': '2020', 'mes': '03', 'fecha_completa': '03/2020', 'fecha_acortada': '03/20'}, 'dato_completo': '5424641635173758 | 769 | 03/20 | MasterCard'}, 'ocupacion': None, 'paypal_loc': None}
{'BIN': 'xxxxxxxxxxxxxxxx', 'firtsName': 'Blanche', 'lastName': 'Rodriguez', 'address': '3511 Glenview Drive', 'city': 'Corpus Christi', 'postalCode': '78401', 'phoneNumber': '361-560-4349', 'email': 'BlancheDRodriguez215@ehd4k.info', 'passw': 'holasoyun270', 'state': 'NY', 'tarjeta': {'numero': '4353372351030349', 'codigo_seg': '294', 'tipo_tarjeta': '435337 Visa CREDIT UNION CARD SERVICES, INC 16', 'fecha': {'anio': '2020', 'mes': '10', 'fecha_completa': '10/2020', 'fecha_acortada': '10/20'}, 'dato_completo': '4353372351030349 | 294 | 10/20 | 435337 Visa CREDIT UNION CARD SERVICES, INC 16'}, 'ocupacion': None, 'paypal_loc': None}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Frederick', 'lastName': 'Gruver', 'address': 'Street aveneu 7527', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6159971050', 'email': 'FrederickSGruver185@ehd4k.info', 'passw': 'netfli8300', 'state': 'NY', 'tarjeta': {'numero': '4250325012890083', 'codigo_seg': '318', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2021', 'mes': '09', 'fecha_completa': '09/2021', 'fecha_acortada': '09/21'}, 'dato_completo': '4250325012890083 | 318 | 09/21 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Richard', 'lastName': 'Strader', 'address': 'Street aveneu 2430', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6151986692', 'email': 'RichardJStrader1988@ehd4k.info', 'passw': 'netfli2471', 'state': 'NY', 'tarjeta': {'numero': '4250325016623233', 'codigo_seg': '737', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '08', 'fecha_completa': '08/2020', 'fecha_acortada': '08/20'}, 'dato_completo': '4250325016623233 | 737 | 08/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
{'BIN': '425032x01xxxxxx3', 'firtsName': 'Keith', 'lastName': 'Ayres', 'address': 'Street aveneu 7223', 'city': 'New york ', 'postalCode': '10001', 'phoneNumber': '6150636609', 'email': 'KeithKAyres951@ehd4k.info', 'passw': 'netfli1213', 'state': 'NY', 'tarjeta': {'numero': '4250322016946193', 'codigo_seg': '162', 'tipo_tarjeta': '425032 Visa JP MORGAN CHASE BANK, N.A. 16', 'fecha': {'anio': '2020', 'mes': '05', 'fecha_completa': '05/2020', 'fecha_acortada': '05/20'}, 'dato_completo': '4250322016946193 | 162 | 05/20 | 425032 Visa JP MORGAN CHASE BANK, N.A. 16'}, 'ocupacion': None, 'paypal_loc': 'us'}
